ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-04-25,2023-04-26,0.8128267042144117,0.15835817704450028,0.02881511874108799,0.02644602018139135,0.9299430233799982,0.04361095643861041,negative,neutral,False,-0.7840115854733237,0.01716493625721906,2.4919895622850508
AMD,2023-04-26,2023-04-27,0.021864683891373055,0.9474228444057918,0.030712471702835118,0.9515057438875217,0.037980908940343866,0.010513347172134337,neutral,negative,False,0.008847787811462064,-0.9409923967153874,2.9979641819198233
NVDA,2023-04-26,2023-04-27,0.02376634494775841,0.0532448746313411,0.9229887804209005,0.013616939011882344,0.24015585966335676,0.746227201324761,positive,positive,True,0.8992224354731421,0.7326102623128786,0.12924482726500272
AMD,2023-04-27,2023-04-28,0.012262475156643526,0.9096795625504704,0.078057962292886,0.0328640592734796,0.02057725502320364,0.9465586857033168,neutral,positive,False,0.06579548713624248,0.9136946264298372,3.2398172461530015
NVDA,2023-04-27,2023-04-28,0.06836350128324341,0.04711672339886934,0.8845197753178873,0.017672822406078054,0.9189720427683604,0.06335513482556149,positive,neutral,False,0.8161562740346439,0.04568231241948344,2.284366334470502
NVDA,2023-04-28,2023-04-29,0.009991679005603823,0.24703638917458243,0.7429719318198138,0.02214333364875989,0.9000285821053073,0.07782808424593281,positive,neutral,False,0.73298025281421,0.05568475059717291,1.348918214290856
AMD,2023-05-01,2023-05-02,0.8704992115041079,0.10410021458771519,0.025400573908176856,0.11363612775775694,0.7201542800653407,0.16620959217690234,negative,neutral,False,-0.8450986375959311,0.0525734644191454,1.5233374708155054
NVDA,2023-05-01,2023-05-02,0.9463761519370686,0.02916401273879418,0.024459835324137175,0.009224141372351467,0.0806231224893134,0.9101527361383351,negative,positive,False,-0.9219163166129314,0.9009285947659836,4.264377452584075
AMD,2023-05-02,2023-05-03,0.38649414141458693,0.44870658065994323,0.1647992779254698,0.011070530146808488,0.895613985888561,0.09331548396463056,neutral,neutral,True,-0.22169486348911713,0.08224495381782207,1.156757099449821
NVDA,2023-05-02,2023-05-03,0.025482273346315237,0.3538649167870058,0.6206528098666789,0.011664344991419837,0.8581323580345245,0.1302032969740557,positive,neutral,False,0.5951705365203637,0.11853895198263585,0.6757020800081568
AMD,2023-05-03,2023-05-04,0.022116480601173646,0.06397699624278579,0.9139065231560406,0.010413196277613777,0.5414800932348839,0.44810671048750234,positive,neutral,False,0.8917900425548669,0.43769351420988856,0.5313566010964792
NVDA,2023-05-03,2023-05-04,0.02977002036275467,0.03138094960818316,0.9388490300290622,0.1592163932848905,0.7228009216099359,0.11798268510517354,positive,neutral,False,0.9090790096663075,-0.04123370817971697,1.7989253755500276
AMD,2023-05-04,2023-05-05,0.017645567918502806,0.7943974851727111,0.18795694690878612,0.025455018424138883,0.028062335866399536,0.9464826457094616,neutral,positive,False,0.1703113789902833,0.9210276272853227,2.345488722999201
NVDA,2023-05-04,2023-05-05,0.016872690204871345,0.746482397127785,0.23664491266734372,0.01946663994292229,0.9424211453870005,0.03811221467007726,neutral,neutral,True,0.21977222246247238,0.018645574727154973,0.25571657649720664
AMD,2023-05-05,2023-05-06,0.9511250354930529,0.03920821140640446,0.009666753100542616,0.020428496354928417,0.9154806289775365,0.06409087466753509,negative,neutral,False,-0.9414582823925103,0.04366237831260667,3.5111862671494793
AMD,2023-05-08,2023-05-09,0.016850548084739292,0.8398300518818392,0.14331940003342145,0.13838261108132804,0.041227358556774285,0.8203900303618977,neutral,positive,False,0.12646885194868215,0.6820074192805696,2.245798508281709
NVDA,2023-05-08,2023-05-09,0.02075082338837709,0.7328400329785808,0.2464091436330421,0.010260683670329557,0.5548743202535463,0.43486499607612406,neutral,neutral,True,0.225658320244665,0.4246043124057945,0.07850898851542476
AMD,2023-05-09,2023-05-10,0.7346308876103992,0.2319086915322623,0.033460420857338545,0.015115060024820715,0.7447675522026982,0.24011738777248104,negative,neutral,False,-0.7011704667530606,0.22500232774766032,2.5165516936084233
NVDA,2023-05-09,2023-05-10,0.030008266605159643,0.8874568641665884,0.08253486922825194,0.07391608312100792,0.8162835848542739,0.10980033202471823,neutral,neutral,True,0.0525266026230923,0.03588424890371031,0.023579546575801195
